site.number,sample.id,year,month,variable,val,agent.number
52,80352,2008,3,d18O,-7.81,14184
52,80452,2008,4,d18O,-9.34,14184
52,80552,2008,5,d18O,-16.23,14184
52,80652,2008,6,d18O,-11.26,14184
52,80752,2008,7,d18O,-11.54,14184
52,80852,2008,8,d18O,-11.41,14184
52,80952,2008,9,d18O,-7.99,14184
52,81052,2008,10,d18O,-7.8,14184
52,81152,2008,11,d18O,-11.76,14184
52,81252,2008,12,d18O,-8.42,14184
52,90452,2009,4,d18O,,14184
52,90552,2009,5,d18O,-11.64,14184
52,90652,2009,6,d18O,-9.73,14184
52,90752,2009,7,d18O,-10.18,14184
52,90852,2009,8,d18O,-9.43,14184
52,90952,2009,9,d18O,-7.38,14184
52,91152,2009,11,d18O,-6.32,14184
52,91252,2009,12,d18O,-7.41,14184
53,80253,2008,2,d18O,-8.29,16409
53,80353,2008,3,d18O,-13.11,16409
53,80453,2008,4,d18O,-8.71,16409
53,80553,2008,5,d18O,-7.67,16409
53,80653,2008,6,d18O,-8.1,16409
53,80853,2008,8,d18O,-16.07,16409
53,80953,2008,9,d18O,-6.83,16409
53,81053,2008,10,d18O,-7.22,16409
53,81153,2008,11,d18O,-8.86,16409
53,81253,2008,12,d18O,-9.78,16409
53,90153,2009,1,d18O,-5.16,16409
53,90253,2009,2,d18O,-16.33,16409
53,90353,2009,3,d18O,-6.44,16409
53,90453,2009,4,d18O,-6.92,16409
53,90653,2009,6,d18O,-9.68,16409
53,90753,2009,7,d18O,-10.33,16409
53,90853,2009,8,d18O,-8.37,16409
53,90953,2009,9,d18O,-6.95,16409
53,91053,2009,10,d18O,-7.69,16409
53,91153,2009,11,d18O,-4.81,16409
53,91253,2009,12,d18O,-5.48,16409
53,X0153,2010,1,d18O,-5.38,16409
53,X0253,2010,2,d18O,-5.84,16409
53,X0353,2010,3,d18O,-5.19,16409
53,X0453,2010,4,d18O,-5.24,16409
54,80254,2008,2,d18O,-4.3,30687
54,80354,2008,3,d18O,-11.02,30687
54,80454,2008,4,d18O,-6.45,30687
54,80554,2008,5,d18O,-11.17,30687
54,80654,2008,6,d18O,-9.55,30687
54,80754,2008,7,d18O,-9.48,30687
54,80854,2008,8,d18O,-11.01,30687
54,81054,2008,10,d18O,-7.44,30687
54,81154,2008,11,d18O,-4.81,30687
54,81254,2008,12,d18O,-5.67,30687
54,90154,2009,1,d18O,-4.92,30687
54,90254,2009,2,d18O,-9.11,30687
54,90354,2009,3,d18O,-3.78,30687
54,90454,2009,4,d18O,-6.62,30687
54,90554,2009,5,d18O,-5.51,30687
54,90654,2009,6,d18O,-7.92,30687
54,90754,2009,7,d18O,-8.27,30687
54,90854,2009,8,d18O,-7.05,30687
54,91054,2009,10,d18O,-6.95,30687
54,91154,2009,11,d18O,-3.57,30687
54,X0154,2010,1,d18O,-6.59,30687
54,X0254,2010,2,d18O,-3.38,30687
56,80256,2008,2,d18O,-3.99,31173
56,80356,2008,3,d18O,-3.67,31173
56,80456,2008,4,d18O,-7.46,31173
56,80556,2008,5,d18O,-7.11,31173
56,80656,2008,6,d18O,-5.85,31173
56,80756,2008,7,d18O,-7,31173
56,80856,2008,8,d18O,-7.54,31173
56,80956,2008,9,d18O,-4.9,31173
56,81056,2008,10,d18O,-4.94,31173
56,81156,2008,11,d18O,-2.47,31173
56,81256,2008,12,d18O,-3.68,31173
56,90156,2009,1,d18O,-3.88,31173
56,90256,2009,2,d18O,-3.82,31173
56,90356,2009,3,d18O,-3.1,31173
56,90456,2009,4,d18O,-3.92,31173
56,90556,2009,5,d18O,-8.35,31173
56,90656,2009,6,d18O,-6.66,31173
56,90756,2009,7,d18O,-10.03,31173
56,90856,2009,8,d18O,-4.37,31173
56,90956,2009,9,d18O,-3.78,31173
56,91056,2009,10,d18O,-5.02,31173
56,91156,2009,11,d18O,-1.61,31173
56,91256,2009,12,d18O,-2.6,31173
56,X0256,2010,2,d18O,-3.27,31173
56,X0356,2010,3,d18O,-2.84,31173
56,X0456,2010,4,d18O,-3.83,31173
56,X0556,2010,5,d18O,-5.92,31173
56,X0656,2010,6,d18O,-6.19,31173
57,80257,2008,2,d18O,-5.68,30332
57,80357,2008,3,d18O,-8.35,30332
57,80457,2008,4,d18O,-10.6,30332
57,80557,2008,5,d18O,-13.19,30332
57,80657,2008,6,d18O,-8.9,30332
57,80757,2008,7,d18O,-7.73,30332
57,80857,2008,8,d18O,-9.99,30332
57,80957,2008,9,d18O,-9.46,30332
57,81057,2008,10,d18O,-6.21,30332
57,81157,2008,11,d18O,-7.14,30332
57,81257,2008,12,d18O,-8.55,30332
57,90157,2009,1,d18O,-7.08,30332
57,90257,2009,2,d18O,-11.76,30332
57,90357,2009,3,d18O,-5.76,30332
57,90457,2009,4,d18O,-6.74,30332
57,90657,2009,6,d18O,-10.38,30332
57,90757,2009,7,d18O,-9.62,30332
57,90857,2009,8,d18O,-8.24,30332
57,90957,2009,9,d18O,-6.61,30332
57,91057,2009,10,d18O,-8.01,30332
57,91157,2009,11,d18O,-4.81,30332
57,91257,2009,12,d18O,-4.77,30332
57,X0157,2010,1,d18O,-6.94,30332
57,X0257,2010,2,d18O,-4.62,30332
57,X0357,2010,3,d18O,-5.18,30332
57,X0457,2010,4,d18O,-5.42,30332
57,X0557,2010,5,d18O,-11.92,30332
58,80858,2008,8,d18O,-7.95,21639
58,80958,2008,9,d18O,-6.72,21639
58,81058,2008,10,d18O,-3.56,21639
58,81158,2008,11,d18O,-5.04,21639
58,81258,2008,12,d18O,-5.49,21639
58,90158,2009,1,d18O,-6.11,21639
58,90258,2009,2,d18O,-8.13,21639
58,90358,2009,3,d18O,-3.4,21639
58,90458,2009,4,d18O,-4.22,21639
58,90658,2009,6,d18O,-9.72,21639
58,90758,2009,7,d18O,-6.75,21639
58,90858,2009,8,d18O,-6.35,21639
58,90958,2009,9,d18O,-4.78,21639
58,91058,2009,10,d18O,-6.08,21639
58,91158,2009,11,d18O,-2.76,21639
58,91258,2009,12,d18O,-3.43,21639
58,X0158,2010,1,d18O,-4.76,21639
58,X0258,2010,2,d18O,-3.98,21639
58,X0458,2010,4,d18O,-3.98,21639
58,X0558,2010,5,d18O,-9.07,21639
1,70801,2007,8,dD,-24.44,20661
1,70901,2007,9,dD,-33.89,20661
1,71001,2007,10,dD,-11.46,20661
1,71101,2007,11,dD,-28.23,20661
1,71201,2007,12,dD,-16.98,20661
1,80101,2008,1,dD,-30.6,20661
1,80201,2008,2,dD,-58.3,20661
1,80301,2008,3,dD,-35.39,20661
1,80401,2008,4,dD,-33.26,20661
1,80501,2008,5,dD,-31.28,20661
1,80601,2008,6,dD,-27.05,20661
1,80701,2008,7,dD,-25.59,20661
1,80801,2008,8,dD,-28.89,20661
1,80901,2008,9,dD,-19.65,20661
1,81001,2008,10,dD,-2.67,20661
1,81101,2008,11,dD,-23.06,20661
1,90101,2009,1,dD,-5.14,20661
1,90301,2009,3,dD,-37.42,20661
1,90401,2009,4,dD,-51.04,20661
2,70802,2007,8,dD,-34.73,21431
2,70902,2007,9,dD,-19.25,21431
2,71002,2007,10,dD,-14.04,21431
2,71102,2007,11,dD,-38.35,21431
2,71202,2007,12,dD,-11.2,21431
2,80102,2008,1,dD,-38.9,21431
2,80202,2008,2,dD,-53.8,21431
2,80302,2008,3,dD,-19.81,21431
2,80402,2008,4,dD,-38.67,21431
2,80502,2008,5,dD,-34.41,21431
2,80602,2008,6,dD,-28.57,21431
2,80702,2008,7,dD,-30.27,21431
2,80802,2008,8,dD,-39.79,21431
2,80902,2008,9,dD,-16.69,21431
2,81002,2008,10,dD,-15.86,21431
2,81102,2008,11,dD,-17.12,21431
2,81202,2008,12,dD,-65.64,21431
2,90102,2009,1,dD,-18.56,21431
2,90202,2009,2,dD,-43.81,21431
2,90302,2009,3,dD,-10.22,21431
2,90402,2009,4,dD,-6.3,21431
2,90502,2009,5,dD,-32.34,21431
2,90602,2009,6,dD,-31.01,21431
2,90702,2009,7,dD,-45.3,21431
2,90802,2009,8,dD,-28.61,21431
2,90902,2009,9,dD,-18.33,21431
2,91002,2009,10,dD,-21.49,21431
2,91102,2009,11,dD,-7.53,21431
2,91202,2009,12,dD,0.45,21431
3,70803,2007,8,dD,-39.22,21815
3,70903,2007,9,dD,-24.75,21815
3,71003,2007,10,dD,-4.91,21815
3,71103,2007,11,dD,-47.05,21815
3,71203,2007,12,dD,-16.9,21815
3,80103,2008,1,dD,-32.1,21815
3,80203,2008,2,dD,-47.9,21815
3,80303,2008,3,dD,-31.59,21815
3,80403,2008,4,dD,-52.03,21815
3,80503,2008,5,dD,-29.68,21815
3,80603,2008,6,dD,-14.79,21815
3,80703,2008,7,dD,-28.73,21815
3,80803,2008,8,dD,-28.66,21815
3,80903,2008,9,dD,-31.09,21815
3,81003,2008,10,dD,-17.33,21815
3,81103,2008,11,dD,-18.74,21815
3,81203,2008,12,dD,-29.55,21815
3,90103,2009,1,dD,-7.12,21815
3,90203,2009,2,dD,-23.28,21815
3,90303,2009,3,dD,-7.48,21815
3,90403,2009,4,dD,-24.08,21815
3,90503,2009,5,dD,-38.46,21815
3,90603,2009,6,dD,-24.37,21815
3,90703,2009,7,dD,-52.7,21815
3,90803,2009,8,dD,-14.09,21815
3,91003,2009,10,dD,-24.83,21815
3,91103,2009,11,dD,-7.18,21815
3,91203,2009,12,dD,2.39,21815
3,X0103,2010,1,dD,-13.33,21815
3,X0203,2010,2,dD,0.88,21815
3,X0303,2010,3,dD,-7.5,21815
3,X0403,2010,4,dD,-21.93,21815
3,X0503,2010,5,dD,-33.79,21815
3,X0603,2010,6,dD,-22.24,21815
4,70804,2007,8,dD,-31.76,29644
4,70904,2007,9,dD,-26.1,29644
4,71004,2007,10,dD,-16.48,29644
4,71104,2007,11,dD,-32.42,29644
4,71204,2007,12,dD,-12.62,29644
4,80104,2008,1,dD,-40.1,29644
4,80204,2008,2,dD,-61.8,29644
4,80304,2008,3,dD,-44.28,29644
4,80404,2008,4,dD,-31.87,29644
4,80504,2008,5,dD,-38.45,29644
4,80604,2008,6,dD,-25.11,29644
4,80704,2008,7,dD,-37,29644
4,80804,2008,8,dD,-23.85,29644
4,80904,2008,9,dD,-29.35,29644
4,81104,2008,11,dD,-19.42,29644
4,81204,2008,12,dD,-54.75,29644
4,90104,2009,1,dD,-16.62,29644
4,90204,2009,2,dD,-27.38,29644
4,90304,2009,3,dD,-15.48,29644
4,90504,2009,5,dD,-41.4,29644
4,90604,2009,6,dD,-29.75,29644
4,90704,2009,7,dD,-40.2,29644
4,90804,2009,8,dD,-31.62,29644
4,90904,2009,9,dD,-12.75,29644
4,91004,2009,10,dD,-23.24,29644
4,91104,2009,11,dD,0.38,29644
4,91204,2009,12,dD,0.21,29644
5,70805,2007,8,dD,-30.69,21536
5,70905,2007,9,dD,-24.27,21536
5,71005,2007,10,dD,-2.01,21536
5,71105,2007,11,dD,-38.88,21536
5,71205,2007,12,dD,-13.35,21536
5,80105,2008,1,dD,-28.8,21536
5,80205,2008,2,dD,-63.2,21536
5,80305,2008,3,dD,-28.28,21536
5,80405,2008,4,dD,-39.08,21536
5,80505,2008,5,dD,-36.47,21536
5,80605,2008,6,dD,-19.03,21536
5,80705,2008,7,dD,-29.97,21536
5,80805,2008,8,dD,-23.02,21536
5,80905,2008,9,dD,-20.77,21536
5,81005,2008,10,dD,-12.23,21536
5,81105,2008,11,dD,-21.25,21536
5,81205,2008,12,dD,-40.73,21536
5,90105,2009,1,dD,-6.12,21536
5,90205,2009,2,dD,-29.69,21536
5,90305,2009,3,dD,-30,21536
5,90405,2009,4,dD,-46.3,21536
5,90505,2009,5,dD,-41.13,21536
5,90605,2009,6,dD,-21.35,21536
5,90705,2009,7,dD,-56.97,21536
5,90805,2009,8,dD,-20.31,21536
6,70806,2007,8,dD,-24.44,21053
6,70906,2007,9,dD,-51.41,21053
6,71006,2007,10,dD,-11.44,21053
6,71106,2007,11,dD,-35.7,21053
6,71206,2007,12,dD,-10.71,21053
6,80106,2008,1,dD,-13.9,21053
6,80206,2008,2,dD,-55.3,21053
6,80306,2008,3,dD,-39.76,21053
6,80406,2008,4,dD,-30.91,21053
6,80506,2008,5,dD,-28.9,21053
6,80606,2008,6,dD,-24.07,21053
6,80706,2008,7,dD,-27.59,21053
6,80806,2008,8,dD,-26.87,21053
6,80906,2008,9,dD,-20.32,21053
6,81006,2008,10,dD,-16.42,21053
6,81106,2008,11,dD,-14.69,21053
6,81206,2008,12,dD,-17.12,21053
6,90106,2009,1,dD,-11.45,21053
6,90206,2009,2,dD,-33.36,21053
6,90306,2009,3,dD,-3.65,21053
6,90406,2009,4,dD,-21.19,21053
6,90506,2009,5,dD,-36.08,21053
6,90606,2009,6,dD,-31.63,21053
6,90706,2009,7,dD,-41.05,21053
6,90806,2009,8,dD,-21.16,21053
6,90906,2009,9,dD,-20.64,21053
6,91006,2009,10,dD,-14.67,21053
6,91106,2009,11,dD,1.09,21053
6,91206,2009,12,dD,5.54,21053
6,X0106,2010,1,dD,-6.57,21053
7,70807,2007,8,dD,-23.54,21811
7,70907,2007,9,dD,-21.89,21811
7,71007,2007,10,dD,-8.73,21811
7,71107,2007,11,dD,-25.83,21811
7,71207,2007,12,dD,-8.63,21811
7,80107,2008,1,dD,-18,21811
7,80207,2008,2,dD,-28.6,21811
7,80307,2008,3,dD,-60.12,21811
7,80407,2008,4,dD,-42.8,21811
7,80507,2008,5,dD,-43.31,21811
7,80607,2008,6,dD,-37.26,21811
7,80707,2008,7,dD,-40.54,21811
7,80807,2008,8,dD,-36.51,21811
7,80907,2008,9,dD,-24.72,21811
7,81007,2008,10,dD,-15.65,21811
7,81107,2008,11,dD,-10.86,21811
7,81207,2008,12,dD,-52.12,21811
7,90107,2009,1,dD,-12.51,21811
7,90207,2009,2,dD,-32.82,21811
7,90307,2009,3,dD,-20.1,21811
7,90407,2009,4,dD,-24.14,21811
7,90507,2009,5,dD,-38.12,21811
7,90607,2009,6,dD,-37.93,21811
7,90707,2009,7,dD,-53.41,21811
7,90807,2009,8,dD,-32.3,21811
7,90907,2009,9,dD,-20.55,21811
7,91007,2009,10,dD,-15.23,21811
7,91107,2009,11,dD,2.98,21811
7,91207,2009,12,dD,-16.7,21811
7,X0107,2010,1,dD,-23.22,21811
8,70808,2007,8,dD,-23.89,25260
8,70908,2007,9,dD,-14.98,25260
8,71008,2007,10,dD,-10.13,25260
8,71108,2007,11,dD,-12.8,25260
8,71208,2007,12,dD,-8.51,25260
8,80108,2008,1,dD,-16.3,25260
9,70809,2007,8,dD,-22.5,27592
9,70909,2007,9,dD,-17.29,27592
9,71009,2007,10,dD,-12.14,27592
9,71109,2007,11,dD,-22.41,27592
9,71209,2007,12,dD,-9.52,27592
9,80109,2008,1,dD,-9.3,27592
10,70810,2007,8,dD,-35.54,30803
10,70910,2007,9,dD,-14.44,30803
10,71010,2007,10,dD,-11.29,30803
10,71110,2007,11,dD,-39.68,30803
10,71210,2007,12,dD,-11.44,30803
10,80110,2008,1,dD,-17,30803
10,80210,2008,2,dD,-35.9,30803
10,80310,2008,3,dD,-55.68,30803
10,80410,2008,4,dD,-30.61,30803
10,80510,2008,5,dD,-53.79,30803
10,80610,2008,6,dD,-41.43,30803
10,80710,2008,7,dD,-46.1,30803
10,80810,2008,8,dD,-34.73,30803
10,80910,2008,9,dD,-34.77,30803
10,81010,2008,10,dD,-22.89,30803
10,81110,2008,11,dD,-15.27,30803
10,90110,2009,1,dD,-11.18,30803
10,90210,2009,2,dD,-28.52,30803
10,90310,2009,3,dD,-9,30803
10,90410,2009,4,dD,-30.2,30803
10,90510,2009,5,dD,-32.44,30803
10,90610,2009,6,dD,-43.37,30803
10,90710,2009,7,dD,-58.17,30803
10,90810,2009,8,dD,-34.45,30803
10,91010,2009,10,dD,-18.29,30803
10,91110,2009,11,dD,0.49,30803
11,70811,2007,8,dD,-24.55,21812
11,70911,2007,9,dD,-12.19,21812
11,71011,2007,10,dD,-16.08,21812
11,71111,2007,11,dD,-20.71,21812
11,71211,2007,12,dD,-8.67,21812
11,80111,2008,1,dD,-18.8,21812
11,80211,2008,2,dD,-24.8,21812
11,80311,2008,3,dD,-49.73,21812
11,80411,2008,4,dD,-29.03,21812
11,80511,2008,5,dD,-44.77,21812
11,80611,2008,6,dD,-33.49,21812
11,80711,2008,7,dD,-44.34,21812
11,80811,2008,8,dD,-40.57,21812
11,80911,2008,9,dD,-13.54,21812
11,81011,2008,10,dD,-16.91,21812
11,81111,2008,11,dD,-10.5,21812
11,81211,2008,12,dD,-58.17,21812
11,90111,2009,1,dD,-13.81,21812
11,90211,2009,2,dD,-37.37,21812
11,90311,2009,3,dD,-19.99,21812
11,90411,2009,4,dD,-26.45,21812
11,90511,2009,5,dD,-20.03,21812
11,90611,2009,6,dD,-38.53,21812
11,90711,2009,7,dD,-55.73,21812
11,90811,2009,8,dD,-34.77,21812
11,90911,2009,9,dD,-16.03,21812
11,91011,2009,10,dD,-23.97,21812
11,91111,2009,11,dD,4.37,21812
11,91211,2009,12,dD,-16.94,21812
12,X0113,2010,1,dD,-29.18,21630
13,70813,2007,8,dD,-38.7,21630
13,70913,2007,9,dD,-6.95,21630
13,71013,2007,10,dD,-13.74,21630
13,71113,2007,11,dD,-7.59,21630
13,71213,2007,12,dD,-16.92,21630
13,80113,2008,1,dD,-31.6,21630
13,80213,2008,2,dD,-38.3,21630
13,80513,2008,5,dD,-37.99,21630
13,80613,2008,6,dD,-25.43,21630
13,80713,2008,7,dD,-37.47,21630
13,80813,2008,8,dD,-27.45,21630
13,80913,2008,9,dD,-14.39,21630
13,81013,2008,10,dD,-22.93,21630
13,81113,2008,11,dD,-9.42,21630
13,81213,2008,12,dD,-35.59,21630
13,90113,2009,1,dD,-51.34,21630
13,90313,2009,3,dD,-17.9,21630
13,90413,2009,4,dD,-29.64,21630
13,90513,2009,5,dD,-31.54,21630
13,90613,2009,6,dD,-40.06,21630
13,90713,2009,7,dD,-36.52,21630
13,90813,2009,8,dD,-28.74,21630
13,90913,2009,9,dD,-25.83,21630
13,91013,2009,10,dD,-12.71,21630
13,91113,2009,11,dD,-30.76,21630
13,91213,2009,12,dD,-10.66,21630
13,X0213,2010,2,dD,1.14,21630
14,70814,2007,8,dD,-21.92,29309
14,70914,2007,9,dD,-21.79,29309
14,71014,2007,10,dD,-13.48,29309
14,71114,2007,11,dD,-10.56,29309
14,71214,2007,12,dD,-11.92,29309
14,80114,2008,1,dD,,29309
14,80214,2008,2,dD,-28.4,29309
14,80314,2008,3,dD,-17.23,29309
14,80414,2008,4,dD,-28.55,29309
14,80514,2008,5,dD,-38.1,29309
14,80614,2008,6,dD,-34.77,29309
14,80714,2008,7,dD,-51.74,29309
14,80814,2008,8,dD,-36.86,29309
14,80914,2008,9,dD,-26.77,29309
14,81114,2008,11,dD,-30.52,29309
14,90114,2009,1,dD,-18.34,29309
14,90214,2009,2,dD,-46.98,29309
14,90314,2009,3,dD,-6.94,29309
14,90414,2009,4,dD,-32.54,29309
14,90514,2009,5,dD,-45.57,29309
14,90614,2009,6,dD,-55.53,29309
14,90714,2009,7,dD,-58.87,29309
14,90814,2009,8,dD,-38.26,29309
14,90914,2009,9,dD,-20.5,29309
14,91014,2009,10,dD,-27.5,29309
14,91114,2009,11,dD,-4.18,29309
14,91214,2009,12,dD,-28.64,29309
14,X0114,2010,1,dD,-22.25,29309
15,70815,2007,8,dD,-26.21,28291
15,70915,2007,9,dD,-28.22,28291
15,71015,2007,10,dD,-14.82,28291
15,71115,2007,11,dD,-16.4,28291
15,71215,2007,12,dD,-13.83,28291
15,80115,2008,1,dD,-11.3,28291
15,80215,2008,2,dD,-21.9,28291
15,80315,2008,3,dD,0.64,28291
15,80415,2008,4,dD,-17.89,28291
15,80515,2008,5,dD,-52.63,28291
15,80615,2008,6,dD,-38.21,28291
15,80715,2008,7,dD,-45.55,28291
15,80815,2008,8,dD,-25.41,28291
15,80915,2008,9,dD,-28.97,28291
15,81015,2008,10,dD,-35.93,28291
15,81115,2008,11,dD,-17.17,28291
15,81215,2008,12,dD,-22.86,28291
15,90115,2009,1,dD,-19.95,28291
15,90215,2009,2,dD,-32.28,28291
15,90315,2009,3,dD,-3.36,28291
15,90415,2009,4,dD,-45.26,28291
15,90515,2009,5,dD,-36.94,28291
15,90615,2009,6,dD,-39.71,28291
15,90715,2009,7,dD,-68.27,28291
15,90815,2009,8,dD,-32.91,28291
15,90915,2009,9,dD,-16.49,28291
15,91015,2009,10,dD,-17.77,28291
15,91115,2009,11,dD,-6.79,28291
15,91215,2009,12,dD,-18.68,28291
15,X0115,2010,1,dD,-25.9,28291
16,70816,2007,8,dD,-64.77,28760
16,70916,2007,9,dD,-24.86,28760
16,71116,2007,11,dD,-48.3,28760
16,71216,2007,12,dD,-19.95,28760
16,80116,2008,1,dD,-36.6,28760
16,80216,2008,2,dD,-37.8,28760
16,80316,2008,3,dD,-24.15,28760
16,80516,2008,5,dD,-41.54,28760
16,80616,2008,6,dD,-29.74,28760
16,80716,2008,7,dD,-42.58,28760
16,80816,2008,8,dD,-29.1,28760
16,80916,2008,9,dD,-44.56,28760
16,81016,2008,10,dD,-22.93,28760
16,81116,2008,11,dD,-21.59,28760
16,81216,2008,12,dD,-20.34,28760
16,90116,2009,1,dD,-19.84,28760
16,90216,2009,2,dD,-17.96,28760
16,90316,2009,3,dD,-8.33,28760
16,90416,2009,4,dD,-30.14,28760
16,90516,2009,5,dD,-30.9,28760
16,90616,2009,6,dD,-45.77,28760
16,90716,2009,7,dD,-67.22,28760
16,90816,2009,8,dD,-28.85,28760
16,90916,2009,9,dD,-13.09,28760
16,91116,2009,11,dD,-3.69,28760
17,70817,2007,8,dD,-29.11,27691
17,70917,2007,9,dD,-22.29,27691
17,71017,2007,10,dD,-13.6,27691
17,71117,2007,11,dD,-12.75,27691
17,71217,2007,12,dD,-14.29,27691
17,80117,2008,1,dD,-9.3,27691
17,80217,2008,2,dD,-28.1,27691
17,80417,2008,4,dD,-46.95,27691
17,80517,2008,5,dD,-27.84,27691
17,80617,2008,6,dD,-45.74,27691
17,80717,2008,7,dD,-47.77,27691
17,80817,2008,8,dD,-34.39,27691
17,80917,2008,9,dD,-26.32,27691
17,81017,2008,10,dD,-17.18,27691
17,81117,2008,11,dD,-14.62,27691
17,81217,2008,12,dD,-43.85,27691
17,90117,2009,1,dD,-21.27,27691
17,90217,2009,2,dD,-54.25,27691
17,90317,2009,3,dD,-16.51,27691
17,90417,2009,4,dD,-32.67,27691
17,90517,2009,5,dD,-39.06,27691
17,90617,2009,6,dD,-56.23,27691
17,90717,2009,7,dD,-39.79,27691
17,90817,2009,8,dD,-41.59,27691
17,90917,2009,9,dD,-23.08,27691
17,91017,2009,10,dD,-23.64,27691
18,70818,2007,8,dD,-25.97,28620
18,70918,2007,9,dD,-12.92,28620
18,71018,2007,10,dD,-10.61,28620
18,71118,2007,11,dD,-5.94,28620
18,71218,2007,12,dD,-10.61,28620
18,80118,2008,1,dD,-6.3,28620
18,80218,2008,2,dD,-23.9,28620
18,80318,2008,3,dD,-28.9,28620
18,80418,2008,4,dD,-47.53,28620
18,80518,2008,5,dD,-22.87,28620
18,80618,2008,6,dD,-47.2,28620
18,80718,2008,7,dD,-79.86,28620
18,80818,2008,8,dD,-32.03,28620
18,80918,2008,9,dD,-22.59,28620
18,81018,2008,10,dD,-24.05,28620
18,81118,2008,11,dD,-22.39,28620
18,81218,2008,12,dD,-60.12,28620
18,90118,2009,1,dD,-16.81,28620
18,90218,2009,2,dD,-65.14,28620
18,90318,2009,3,dD,-18.61,28620
18,90418,2009,4,dD,-22.61,28620
18,90618,2009,6,dD,-38.29,28620
18,90718,2009,7,dD,-46.55,28620
18,90818,2009,8,dD,-35.15,28620
18,90918,2009,9,dD,-21.33,28620
18,91018,2009,10,dD,-13.6,28620
18,91218,2009,12,dD,-25.12,28620
19,70819,2007,8,dD,-28.06,28397
19,70919,2007,9,dD,-25.16,28397
19,71019,2007,10,dD,-15.46,28397
19,71119,2007,11,dD,-4.59,28397
19,71219,2007,12,dD,-12.17,28397
19,80119,2008,1,dD,-2.9,28397
19,80219,2008,2,dD,-13.3,28397
19,80319,2008,3,dD,-18.78,28397
19,80419,2008,4,dD,-50.54,28397
19,80519,2008,5,dD,-50.54,28397
19,80619,2008,6,dD,-52.81,28397
19,80719,2008,7,dD,-49.1,28397
19,80819,2008,8,dD,-35.89,28397
19,80919,2008,9,dD,-30.46,28397
19,81019,2008,10,dD,-28.54,28397
19,81219,2008,12,dD,-31.18,28397
19,90119,2009,1,dD,-17.31,28397
19,90219,2009,2,dD,-29.28,28397
19,90319,2009,3,dD,-10.89,28397
19,90419,2009,4,dD,-25.09,28397
19,90519,2009,5,dD,-49.52,28397
19,90619,2009,6,dD,-42.59,28397
19,90719,2009,7,dD,-73.3,28397
19,90819,2009,8,dD,-44.61,28397
19,90919,2009,9,dD,-27.77,28397
19,91019,2009,10,dD,-38.1,28397
19,91119,2009,11,dD,0.35,28397
19,91219,2009,12,dD,-16.85,28397
19,X0119,2010,1,dD,-44.76,28397
20,70820,2007,8,dD,-36.66,30493
20,70920,2007,9,dD,-25.35,30493
20,71020,2007,10,dD,-14.82,30493
20,71120,2007,11,dD,-2.86,30493
20,71220,2007,12,dD,-28.77,30493
20,80120,2008,1,dD,-12.1,30493
20,80220,2008,2,dD,-16.6,30493
20,80320,2008,3,dD,-56.55,30493
20,80420,2008,4,dD,-41.4,30493
20,80520,2008,5,dD,-55.92,30493
20,80620,2008,6,dD,-51.46,30493
20,80820,2008,8,dD,-41.73,30493
20,80920,2008,9,dD,-40.1,30493
20,81020,2008,10,dD,-33.8,30493
20,81120,2008,11,dD,-11.19,30493
20,81220,2008,12,dD,-36.62,30493
20,90120,2009,1,dD,-6.8,30493
20,90220,2009,2,dD,-59.26,30493
20,90320,2009,3,dD,-12.48,30493
20,90420,2009,4,dD,-17.09,30493
20,90520,2009,5,dD,-51.87,30493
20,90620,2009,6,dD,-68.21,30493
20,90820,2009,8,dD,-62.36,30493
20,90920,2009,9,dD,-20.25,30493
20,91020,2009,10,dD,-33.74,30493
20,91120,2009,11,dD,-15.55,30493
20,91220,2009,12,dD,-8.79,30493
20,X0120,2010,1,dD,-43.02,30493
20,X0220,2010,2,dD,2.14,30493
21,70821,2007,8,dD,-34.83,27943
21,70921,2007,9,dD,-26.68,27943
21,71021,2007,10,dD,-21.02,27943
21,71121,2007,11,dD,-6.39,27943
21,71221,2007,12,dD,-17.71,27943
21,80121,2008,1,dD,-18.6,27943
21,80221,2008,2,dD,-22.4,27943
21,80321,2008,3,dD,-57.82,27943
21,80421,2008,4,dD,-45.45,27943
21,80521,2008,5,dD,-54.54,27943
21,80621,2008,6,dD,-58.73,27943
21,80721,2008,7,dD,-53.04,27943
21,80821,2008,8,dD,-38.33,27943
21,80921,2008,9,dD,-42.57,27943
21,81021,2008,10,dD,-48.31,27943
21,81121,2008,11,dD,-16.52,27943
21,81221,2008,12,dD,-28.2,27943
21,90121,2009,1,dD,-11.87,27943
21,90221,2009,2,dD,-46.5,27943
21,90321,2009,3,dD,-22.12,27943
21,90421,2009,4,dD,-9.91,27943
21,90521,2009,5,dD,-59.13,27943
21,90621,2009,6,dD,-87.75,27943
21,90721,2009,7,dD,-88.38,27943
21,90821,2009,8,dD,-45.74,27943
21,90921,2009,9,dD,-21.92,27943
21,91021,2009,10,dD,-35.51,27943
21,91121,2009,11,dD,-11.07,27943
21,91221,2009,12,dD,-21.58,27943
21,X0121,2010,1,dD,-50.8,27943
22,70822,2007,8,dD,-34.12,27582
22,70922,2007,9,dD,-11.21,27582
22,71022,2007,10,dD,-18.67,27582
22,71122,2007,11,dD,-8.11,27582
22,71222,2007,12,dD,-18.8,27582
